"SYMBOL 
","OPEN 
","HIGH 
","LOW 
","PREV. CLOSE 
","LTP 
","INDICATIVE CLOSE 
","CHNG 
","%CHNG 
","VOLUME 
(shares)","VALUE 
 (₹ Crores)","52W H 
","52W L 
","30 D   %CHNG 
","365 D   %CHNG 
"
"ANURAS","1,279.00","1,299.90","1,274.90","1,275.90","1,283.50","-","7.60","0.60","2,20,907","28.41","1,407.00","689.90","-0.82","79.90"
"BERGEPAINT","430.00","457.90","428.95","435.00","455.00","-","20.00","4.60","6,27,408","28.30","605.00","391.10","4.19","-15.36"
"SAILIFE","981.00","1,009.00","976.65","978.10","1,003.00","-","24.90","2.55","2,81,381","28.11","1,084.00","636.10","-0.76","56.66"
"TEGA","1,740.30","1,756.10","1,716.00","1,712.60","1,730.00","-","17.40","1.02","1,62,327","28.09","2,125.00","1,240.00","-0.53","23.45"
"KAJARIACER","1,101.00","1,125.00","1,093.30","1,094.40","1,115.05","-","20.65","1.89","2,51,174","27.86","1,321.90","764.80","17.38","43.06"
"NAVA","597.00","609.55","594.30","594.45","603.00","-","8.55","1.44","4,61,378","27.80","735.00","421.00","6.72","32.14"
"SIGNATURE","820.00","837.75","816.00","820.80","818.00","-","-2.80","-0.34","3,35,477","27.80","1,309.50","705.20","-7.39","-23.52"
"AIAENG","3,670.10","3,792.00","3,645.20","3,631.80","3,772.90","-","141.10","3.89","73,271","27.54","4,206.10","3,001.10","-0.39","21.45"
"SAREGAMA","318.90","337.55","318.90","317.15","334.00","-","16.85","5.31","8,37,973","27.47","603.00","307.05","2.28","-34.81"
"NH","1,728.20","1,765.50","1,727.80","1,728.20","1,754.40","-","26.20","1.52","1,56,341","27.39","2,370.20","1,589.00","0.22","3.84"
"CRISIL","3,999.90","4,125.00","3,949.40","3,922.30","4,109.00","-","186.70","4.76","67,212","27.23","6,139.00","3,686.00","-3.06","-2.42"
"NUVAMA","1,308.00","1,327.90","1,297.00","1,294.80","1,305.30","-","10.50","0.81","2,06,010","27.06","1,701.70","1,053.85","5.44","21.20"
"MSUMI","38.98","39.80","38.84","38.58","39.41","-","0.83","2.15","68,27,177","26.91","53.59","33.67","-3.26","15.30"
"PCBL","271.15","277.25","271.01","271.09","273.80","-","2.71","1.00","9,79,194","26.87","443.40","226.50","-0.60","-31.23"
"UTIAMC","952.00","978.80","945.05","941.80","970.10","-","28.30","3.00","2,78,815","26.85","1,494.80","896.50","-1.05","-3.11"
"TRITURBINE","459.90","467.25","457.00","454.90","460.00","-","5.10","1.12","5,79,986","26.85","675.20","428.35","-1.76","-3.63"
"AADHARHFC","472.00","480.95","470.10","472.00","477.95","-","5.95","1.26","5,61,142","26.83","547.80","411.30","-0.45","4.04"
"ACC","1,398.70","1,430.00","1,395.60","1,391.90","1,423.30","-","31.40","2.26","1,86,253","26.41","2,119.90","1,251.70","-3.44","-28.36"
"HONAUT","27,760.00","28,670.00","27,760.00","27,760.00","28,565.00","-","805.00","2.90","9,288","26.24","41,450.00","26,220.00","-7.15","-15.80"
"GILLETTE","7,676.00","7,740.00","7,640.50","7,609.00","7,680.00","-","71.00","0.93","33,965","26.13","11,500.00","7,206.00","-5.57","-2.58"
"BALRAMCHIN","478.60","482.40","472.50","477.70","473.00","-","-4.70","-0.98","5,46,739","26.08","627.80","393.55","-6.60","-9.15"
"CREDITACC","1,252.90","1,255.10","1,220.00","1,235.60","1,226.00","-","-9.60","-0.78","2,08,952","25.73","1,496.70","978.85","0.76","20.52"
"CEMPRO","608.05","634.40","606.05","604.30","628.50","-","24.20","4.00","4,10,994","25.66","944.00","476.60","12.47","16.98"
"SCHNEIDER","980.00","1,014.30","966.00","966.80","1,010.00","-","43.20","4.47","2,55,127","25.43","1,052.00","540.00","9.35","79.16"
"EMAMILTD","423.30","427.00","418.20","418.95","424.95","-","6.00","1.43","6,01,923","25.42","653.35","385.50","-4.44","-29.16"
"ABBOTINDIA","25,965.00","25,970.00","25,620.00","25,780.00","25,825.00","-","45.00","0.17","9,771","25.20","37,000.00","25,350.00","-3.67","-11.28"
"LATENTVIEW","303.00","303.00","294.60","298.15","295.60","-","-2.55","-0.86","8,44,018","25.08","517.50","248.00","-2.89","-18.25"
"FINCABLES","843.20","859.80","841.05","843.45","850.00","-","6.55","0.78","2,86,833","24.40","1,028.00","700.80","-8.50","-0.81"
"CRAFTSMAN","7,500.00","7,566.00","7,408.00","7,408.50","7,440.00","-","31.50","0.43","32,418","24.29","8,220.00","4,217.55","0.26","73.41"
"ZFCVINDIA","14,584.00","14,631.00","14,171.00","14,248.00","14,301.00","-","53.00","0.37","16,312","23.54","16,665.00","12,000.00","2.19","18.44"
"CASTROLIND","180.60","180.70","178.65","179.42","179.95","-","0.53","0.30","13,08,423","23.49","232.43","170.10","-3.23","-8.26"
"ACMESOLAR","273.50","276.20","266.70","273.10","270.00","-","-3.10","-1.14","8,64,642","23.41","324.30","192.05","20.47","38.12"
"CCL","1,085.00","1,087.00","1,057.40","1,075.90","1,080.50","-","4.60","0.43","2,08,309","22.41","1,183.10","553.55","3.33","88.31"
"STARHEALTH","465.00","478.95","465.00","464.55","469.00","-","4.45","0.96","4,74,897","22.40","534.00","344.05","3.98","30.93"
"KPIL","1,150.90","1,190.90","1,150.90","1,143.00","1,183.20","-","40.20","3.52","1,88,757","22.20","1,335.60","856.00","5.63","33.30"
"SWANCORP","325.10","331.00","321.10","323.75","323.80","-","0.05","0.02","6,64,861","21.70","526.70","295.65","-8.36","-18.03"
"EIHOTEL","308.40","314.70","307.25","308.00","310.05","-","2.05","0.67","6,89,353","21.48","434.80","271.15","-1.70","-12.22"
"CLEAN","723.00","733.60","718.55","716.85","724.15","-","7.30","1.02","2,94,827","21.46","1,600.00","652.00","-3.46","-36.74"
"SARDAEN","550.00","557.75","547.00","546.65","556.00","-","9.35","1.71","3,86,787","21.36","639.75","401.50","2.05","32.82"
"TECHNOE","1,084.80","1,122.25","1,079.35","1,074.00","1,117.50","-","43.50","4.05","1,92,250","21.35","1,654.00","870.00","1.91","21.66"
"GSPL","243.50","245.82","240.14","240.37","242.00","-","1.63","0.68","8,64,613","20.90","360.60","226.35","-11.98","-17.80"
"LTFOODS","407.25","414.15","406.00","405.15","410.00","-","4.85","1.20","5,07,240","20.85","518.55","308.00","8.47","27.59"
"UBL","1,474.60","1,474.70","1,446.70","1,467.20","1,453.00","-","-14.20","-0.97","1,42,575","20.74","2,294.90","1,401.10","-14.41","-27.41"
"MMTC","59.07","61.00","58.80","58.76","59.24","-","0.48","0.82","34,21,299","20.45","88.19","48.01","5.90","21.02"
"THELEELA","425.70","433.95","424.55","424.95","428.00","-","3.05","0.72","4,76,525","20.42","474.40","382.50","0.11","-"
"SOBHA","1,319.90","1,329.60","1,292.00","1,300.60","1,299.00","-","-1.60","-0.12","1,55,785","20.35","1,732.50","1,104.00","-2.03","17.15"
"AEGISVOPAK","189.00","197.00","188.64","187.32","189.84","-","2.52","1.35","10,14,095","19.47","302.00","158.00","-2.19","-"
"HDBFS","625.00","632.20","621.70","619.10","627.50","-","8.40","1.36","3,09,469","19.39","891.90","555.30","-5.30","-"
"AKZOINDIA","2,980.70","2,999.90","2,961.70","2,980.70","2,979.50","-","-1.20","-0.04","64,364","19.13","3,915.50","2,658.70","2.99","-10.73"
"PVRINOX","951.35","958.60","930.10","941.95","944.00","-","2.05","0.22","2,00,572","19.04","1,249.70","862.30","-9.70","8.57"
"ZYDUSWELL","489.50","497.25","483.05","489.50","492.90","-","3.40","0.69","3,85,399","18.91","530.90","331.00","30.17","42.64"
"HEXT","477.00","482.95","468.40","475.40","476.35","-","0.95","0.20","3,89,811","18.65","900.00","400.20","7.64","-24.90"
"RRKABEL","1,405.00","1,425.30","1,390.00","1,386.20","1,390.00","-","3.80","0.27","1,32,190","18.54","1,578.20","886.10","-4.51","55.83"
"ZENSARTECH","558.00","566.70","553.15","554.10","557.00","-","2.90","0.52","3,30,082","18.45","894.00","511.25","-0.78","-11.24"
"SHYAMMETL","830.00","845.00","830.00","830.70","836.20","-","5.50","0.66","2,18,845","18.35","1,001.00","746.00","5.63","0.17"
"SUNTV","592.00","613.00","589.15","590.70","600.00","-","9.30","1.57","3,01,129","18.22","691.40","480.20","3.55","-7.40"
"CENTRALBK","35.05","35.82","35.05","35.02","35.64","-","0.62","1.77","50,89,726","18.09","41.20","31.30","-2.99","5.26"
"ENDURANCE","2,397.00","2,470.80","2,392.00","2,379.60","2,448.00","-","68.40","2.87","73,617","17.98","3,079.90","1,820.30","-0.99","32.27"
"TENNIND","563.80","569.40","556.20","555.95","561.20","-","5.25","0.94","3,17,869","17.91","602.00","438.05","3.09","-"
"CESC","156.99","158.91","156.34","156.61","157.40","-","0.79","0.50","11,30,764","17.80","185.26","138.12","1.86","4.90"
"RITES","205.45","208.45","204.29","205.45","206.75","-","1.30","0.63","8,55,041","17.70","316.00","175.00","1.99","-4.09"
"AFCONS","310.85","327.30","310.85","310.65","324.60","-","13.95","4.49","5,25,721","16.96","479.40","265.80","17.37","-23.17"
"RAINBOW","1,246.00","1,261.70","1,226.30","1,254.00","1,250.00","-","-4.00","-0.32","1,35,550","16.94","1,645.70","1,084.00","5.65","-15.90"
"CGCL","180.00","185.95","178.80","177.91","182.48","-","4.57","2.57","9,19,124","16.74","214.00","150.51","10.21","18.29"
"JSWCEMENT","126.50","128.50","126.50","126.11","127.50","-","1.39","1.10","12,94,971","16.51","162.15","106.65","4.51","-"
"TRIDENT","25.00","25.59","25.00","24.93","25.38","-","0.45","1.81","64,83,333","16.45","34.62","21.98","9.21","-0.20"
"UCOBANK","25.96","26.39","25.90","25.69","26.25","-","0.56","2.18","62,60,571","16.40","35.08","22.22","-2.20","-8.50"
"CAPLIPOINT","1,662.00","1,710.00","1,650.30","1,662.00","1,708.00","-","46.00","2.77","95,593","16.23","2,395.00","1,500.30","1.42","-0.34"
"CHAMBLFERT","454.25","461.45","454.25","455.15","456.75","-","1.60","0.35","3,46,018","15.86","742.20","399.75","5.84","-28.41"
"CPPLUS","1,906.10","1,912.10","1,874.60","1,903.80","1,894.00","-","-9.80","-0.51","83,542","15.81","1,980.00","1,015.00","15.21","-"
"AJANTPHARM","2,770.00","2,835.00","2,750.00","2,751.00","2,803.90","-","52.90","1.92","55,685","15.63","3,228.00","2,329.90","-6.53","13.51"
"BBTC","1,440.10","1,502.00","1,440.10","1,445.40","1,486.00","-","40.60","2.81","1,00,823","14.99","2,155.00","1,314.60","-4.91","-16.90"
"ATUL","6,456.50","6,520.00","6,403.50","6,456.50","6,470.00","-","13.50","0.21","23,083","14.95","7,788.00","5,101.00","6.79","24.50"
"JUBLPHARMA","876.20","903.05","875.05","879.00","889.00","-","10.00","1.14","1,67,524","14.93","1,248.00","786.05","9.44","7.35"
"GODREJIND","882.90","922.90","879.95","872.65","890.00","-","17.35","1.99","1,64,381","14.85","1,390.00","744.20","-2.43","-19.73"
"FSL","221.01","222.84","219.47","219.04","220.45","-","1.41","0.64","6,68,850","14.77","403.80","202.00","3.12","-29.35"
"AIIL","435.00","445.00","432.60","430.25","441.95","-","11.70","2.72","3,31,245","14.62","683.00","310.00","-9.13","41.74"
"JUBLINGREA","646.70","660.50","641.25","638.85","646.00","-","7.15","1.12","2,23,414","14.56","851.80","537.30","13.18","8.43"
"POLYMED","1,450.80","1,478.00","1,435.90","1,438.80","1,458.00","-","19.20","1.33","99,477","14.50","2,937.60","1,182.00","13.59","-28.42"
"MEDANTA","1,058.90","1,082.75","1,053.45","1,050.40","1,065.25","-","14.85","1.41","1,31,348","14.05","1,456.50","956.00","-3.61","-13.27"
"IOB","34.30","34.86","34.23","34.06","34.67","-","0.61","1.79","40,48,992","14.03","42.80","31.20","2.60","-1.45"
"INTELLECT","675.05","690.55","670.00","671.70","684.70","-","13.00","1.94","2,04,961","13.97","1,255.00","595.20","1.23","11.82"
"GLAXO","2,359.70","2,431.80","2,357.00","2,359.70","2,393.30","-","33.60","1.42","56,237","13.50","3,515.70","2,217.60","-3.77","-10.54"
"TIMKEN","3,453.50","3,555.30","3,452.90","3,453.60","3,500.00","-","46.40","1.34","38,143","13.40","3,610.00","2,260.00","5.22","54.15"
"MAPMYINDIA","948.00","956.45","925.20","924.40","940.00","-","15.60","1.69","1,41,198","13.33","2,166.70","795.00","-6.10","-45.16"
"EIDPARRY","837.25","860.05","835.30","830.70","855.00","-","24.30","2.93","1,54,597","13.21","1,246.80","738.35","3.43","13.54"
"RKFORGE","531.75","547.80","531.75","531.25","540.00","-","8.75","1.65","2,43,602","13.17","781.70","460.15","-3.73","-27.07"
"USHAMART","433.90","443.10","430.20","431.80","439.10","-","7.30","1.69","2,86,558","12.54","497.10","285.40","4.44","47.27"
"IPCALAB","1,456.00","1,466.00","1,450.30","1,449.90","1,455.50","-","5.60","0.39","79,984","11.65","1,624.00","1,251.60","-2.39","12.41"
"WHIRLPOOL","830.05","837.65","826.50","823.90","830.05","-","6.15","0.75","1,38,792","11.55","1,473.80","756.85","-5.43","-22.39"
"3MINDIA","31,450.00","31,705.00","31,210.00","31,050.00","31,580.00","-","530.00","1.71","3,579","11.27","38,030.00","27,829.15","-7.05","12.67"
"SONATSOFTW","244.50","248.35","242.19","244.43","247.60","-","3.17","1.30","4,38,446","10.76","464.20","207.15","-1.14","-20.82"
"BHARTIHEXA","1,530.60","1,553.50","1,517.10","1,530.60","1,525.50","-","-5.10","-0.33","69,659","10.67","2,052.90","1,411.95","-3.07","6.49"
"IGIL","337.00","343.00","335.20","337.00","341.00","-","4.00","1.19","2,99,331","10.18","442.00","287.00","3.13","4.01"
"BATAINDIA","708.50","718.50","702.00","701.20","718.00","-","16.80","2.40","1,39,166","9.93","1,300.70","605.00","0.15","-41.52"
"GLAND","1,745.10","1,771.00","1,732.00","1,749.10","1,749.80","-","0.70","0.04","53,183","9.30","2,131.00","1,342.00","3.65","25.63"
"BLUEDART","5,078.00","5,185.00","5,055.60","5,045.10","5,178.00","-","132.90","2.63","15,951","8.17","7,225.00","4,683.00","-3.16","-14.82"
"BAYERCROP","4,751.80","4,850.00","4,751.70","4,808.90","4,814.00","-","5.10","0.11","16,436","7.92","6,511.00","4,273.00","4.55","1.97"
"NUVOCO","309.60","315.00","303.15","305.65","310.20","-","4.55","1.49","2,48,477","7.73","477.50","276.25","8.20","-1.21"
"TBOTEK","1,174.90","1,188.90","1,156.80","1,160.70","1,178.10","-","17.40","1.50","64,999","7.65","1,764.80","1,000.50","-3.47","12.15"
"CANFINHOME","834.00","852.00","834.00","841.30","840.75","-","-0.55","-0.07","90,584","7.65","971.50","646.65","-1.64","28.00"
"WELSPUNLIV","122.60","124.19","122.60","121.82","123.35","-","1.53","1.26","5,66,413","6.99","154.57","107.10","5.45","8.71"
"ERIS","1,381.00","1,388.00","1,354.10","1,364.10","1,370.00","-","5.90","0.43","49,493","6.78","1,910.00","1,236.00","1.40","0.76"
"SPLPETRO","749.80","764.80","738.85","739.75","743.00","-","3.25","0.44","89,510","6.73","979.00","462.30","6.75","25.42"
"TRAVELFOOD","1,280.00","1,314.90","1,270.00","1,277.90","1,314.90","-","37.00","2.90","48,165","6.26","1,445.00","1,008.50","10.92","-"
"FLUOROCHEM","3,313.80","3,366.20","3,282.10","3,309.60","3,348.00","-","38.40","1.16","17,771","5.94","4,050.00","2,916.60","1.60","-9.15"
"DOMS","2,396.50","2,428.70","2,382.10","2,396.50","2,412.00","-","15.50","0.65","24,073","5.81","3,064.60","2,023.90","14.17","-6.50"
"INDIACEM","384.00","389.30","380.00","377.90","385.25","-","7.35","1.94","1,41,392","5.45","485.80","268.00","3.74","40.53"
"NIVABUPA","73.87","75.14","73.30","73.45","73.77","-","0.32","0.44","6,99,828","5.20","95.21","67.50","3.62","0.33"
"PFIZER","4,750.00","4,876.00","4,750.00","4,749.10","4,861.10","-","112.00","2.36","10,376","5.01","5,993.00","3,941.15","1.20","20.48"
"GODIGIT","320.40","323.75","318.10","318.75","319.10","-","0.35","0.11","1,50,711","4.83","381.40","277.70","-4.23","13.96"
"CHALET","760.00","779.00","756.00","754.40","770.15","-","15.75","2.09","62,202","4.80","1,082.00","691.35","3.68","-3.68"
"SUMICHEM","422.60","422.60","414.80","415.15","419.15","-","4.00","0.96","1,11,456","4.65","665.00","362.60","6.48","-24.96"
"ASAHIINDIA","868.95","879.90","864.05","858.75","869.00","-","10.25","1.19","50,111","4.37","1,074.00","610.00","-1.17","40.22"
"ABLBL","100.14","102.49","99.79","99.62","101.10","-","1.48","1.49","4,08,109","4.14","175.00","87.91","-2.80","-"
"CANHLIFE","146.50","147.95","144.15","146.05","144.80","-","-1.25","-0.86","2,66,293","3.88","159.00","106.00","-1.97","-"
"VIJAYA","978.00","990.05","973.00","975.10","977.20","-","2.10","0.22","35,470","3.48","1,180.00","848.00","3.40","0.64"
"RHIM","382.00","391.00","382.00","380.25","388.00","-","7.75","2.04","82,004","3.18","537.70","323.05","1.53","-15.39"
"INDGN","495.00","495.00","485.90","490.25","490.65","-","0.40","0.08","62,063","3.04","632.90","414.00","8.38","-11.28"
"DCMSHRIRAM","1,119.00","1,124.50","1,109.10","1,108.80","1,115.00","-","6.20","0.56","21,894","2.45","1,502.30","945.10","11.51","9.79"
"BIKAJI","642.90","644.45","634.25","639.90","639.60","-","-0.30","-0.05","35,623","2.29","818.70","592.55","3.90","-5.48"
